season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,Xg,Xga,Sota,Saves,Save%,Psxg,Psxg+/-,Cmp,Att,Cmp%,Totdist,Prgdist,Ast,Xag,Xa,Crspa,Prgp,Kp,Pass_3rd,Sw,Crs,Tb,Ck,Sca,Gca,Tkl,Tklw,Tkl_def_3rd,Tkl_att_3rd,Blocks,Int,Clr,Err,Touches_att_3rd,Prgc,Carries_att_3rd,Mis,Dis,Fls,Off,Recov,Won%,xG,xGA,SoTA,PSxG,PSxG+/-,TotDist,PrgDist,xAG,xA,CrsPA,PrgP,KP,pass_3rd,TB,CK,SCA,GCA,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Touches_Att_3rd,PrgC,Carries_Att_3rd,Opp Formation
2017,2017-08-03,20:00,Série A,Matchweek 18,Thu,Away,W,3,0,Vasco da Gama,50.0,5780.0,Henrique Pacheco Lima,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,13.0,6.0,46.2,0.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,D,0,0,Botafogo (RJ),61.0,22691.0,Fábio,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,22.0,4.0,18.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-13,11:00,Série A,Matchweek 20,Sun,Away,L,2,3,São Paulo,57.0,56052.0,Léo,4-4-2,Rafael Traci,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,19.0,4.0,21.1,0.11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,2,0,Sport Recife,45.0,30393.0,Fábio,4-2-3-1,Caio Max Augusto Vieira,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,12.0,6.0,50.0,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-27,19:00,Série A,Matchweek 22,Sun,Home,D,1,1,Santos,54.0,12055.0,Fábio,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,18.0,5.0,27.8,0.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,W,2,1,Chapecoense,45.0,9676.0,Henrique Pacheco Lima,4-2-3-1,Leandro Bizzio Marinho,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,13.0,7.0,53.8,0.15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-17,19:00,Série A,Matchweek 24,Sun,Home,W,1,0,Bahia,51.0,11754.0,Henrique Pacheco Lima,4-2-3-1,Wagner Reway,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,10.0,5.0,50.0,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-24,16:00,Série A,Matchweek 25,Sun,Away,W,2,1,Atl Goianiense,46.0,10865.0,Giorgian De Arrascaeta,4-2-2-2,Heber Roberto Lopes,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,13.0,2.0,15.4,0.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,D,1,1,Corinthians,42.0,15727.0,Henrique Pacheco Lima,4-2-3-1,Rodolpho Toski Marques,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,10.0,3.0,30.0,0.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-07,16:00,Série A,Matchweek 28,Sat,Home,W,2,1,Ponte Preta,68.0,15397.0,Henrique Pacheco Lima,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,17.0,6.0,35.3,0.12,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,1,0,Grêmio,44.0,7851.0,Henrique Pacheco Lima,4-2-3-1,Rodrigo Batista Raposo,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,13.0,4.0,30.8,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,L,0,1,Coritiba,64.0,6470.0,Henrique Pacheco Lima,4-2-3-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,13.0,2.0,15.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,L,1,3,Atlético Mineiro,59.0,35921.0,Henrique Pacheco Lima,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,15.0,5.0,33.3,0.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-30,20:00,Série A,Matchweek 31,Mon,Away,D,2,2,Palmeiras,37.0,37961.0,Henrique Pacheco Lima,4-2-3-1,Heber Roberto Lopes,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,4.0,4.0,100.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,1,0,Ath Paranaense,48.0,8157.0,Henrique Pacheco Lima,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,15.0,4.0,26.7,0.07,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,L,0,2,Flamengo,49.0,7111.0,Fábio,4-2-3-1,Leandro Bizzio Marinho,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,8.0,2.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-12,19:00,Série A,Matchweek 34,Sun,Home,W,3,1,Fluminense,56.0,8644.0,Fábio,4-2-3-1,André Luiz de Freitas Castro,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,17.0,8.0,47.1,0.18,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-15,19:30,Série A,Matchweek 35,Wed,Home,D,2,2,Avaí,62.0,9259.0,Henrique Pacheco Lima,4-2-3-1,Leandro Pedro Vuaden,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,23.0,8.0,34.8,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-19,16:00,Série A,Matchweek 36,Sun,Away,D,1,1,Vitória,67.0,13095.0,Henrique Pacheco Lima,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,19.0,3.0,15.8,0.05,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,L,0,1,Vasco da Gama,67.0,14930.0,Henrique Pacheco Lima,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,22.0,7.0,31.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,D,2,2,Botafogo (RJ),56.0,20636.0,Henrique Pacheco Lima,4-2-3-1,Leandro Bizzio Marinho,Match Report,,brasileirao,24,cruzeiro,03ff5eeb,8.0,2.0,25.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-03-08,21:45,Libertadores,Group stage,Wed,Home,W,4,0,ar San Lorenzo,53.0,,Réver,4-2-3-1,Andrés Cunha,Match Report,,brasileirao,24,flamengo,639950ae,16.0,7.0,43.8,0.25,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-03-15,21:45,Libertadores,Group stage,Wed,Away,L,0,1,cl Univ Católica,52.0,,Réver,4-4-1-1,Diego Haro,Match Report,,brasileirao,24,flamengo,639950ae,17.0,5.0,29.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-04-12,21:45,Libertadores,Group stage,Wed,Home,W,2,1,br Ath Paranaense,45.0,,Réver,4-2-3-1,Wilson Lamouroux,Match Report,,brasileirao,24,flamengo,639950ae,14.0,6.0,42.9,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-04-26,21:45,Libertadores,Group stage,Wed,Away,L,1,2,br Ath Paranaense,56.0,,Réver,4-1-4-1,José Argote,Match Report,,brasileirao,24,flamengo,639950ae,20.0,6.0,30.0,0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-05-03,21:45,Libertadores,Group stage,Wed,Home,W,3,1,cl Univ Católica,50.0,,Réver,4-3-3,Víctor Carrillo,Match Report,,brasileirao,24,flamengo,639950ae,25.0,8.0,32.0,0.12,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-05-13,16:00,Série A,Matchweek 1,Sat,Home,D,1,1,Atlético Mineiro,42.0,50220.0,Réver,4-2-3-1,Jailson Macêdo Freitas,Match Report,,brasileirao,24,flamengo,639950ae,11.0,3.0,27.3,0.09,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-05-17,21:45,Libertadores,Group stage,Wed,Away,L,1,2,ar San Lorenzo,41.0,,Réver,4-2-3-1,Enrique Cáceres,Match Report,,brasileirao,24,flamengo,639950ae,5.0,3.0,60.0,0.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-05-20,19:00,Série A,Matchweek 2,Sat,Away,W,3,0,Atl Goianiense,66.0,10144.0,Réver,4-2-3-1,Igor Junior Benevenuto,Match Report,,brasileirao,24,flamengo,639950ae,21.0,11.0,52.4,0.14,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Ath Paranaense,56.0,19923.0,Réver,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,flamengo,639950ae,14.0,4.0,28.6,0.07,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-04,11:00,Série A,Matchweek 4,Sun,Home,D,0,0,Botafogo (RJ),65.0,10577.0,Réver,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,flamengo,639950ae,19.0,2.0,10.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-07,21:45,Série A,Matchweek 5,Wed,Away,L,0,2,Sport Recife,61.0,11426.0,Réver,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,flamengo,639950ae,16.0,7.0,43.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,D,1,1,Avaí,61.0,13448.0,Réver,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,brasileirao,24,flamengo,639950ae,9.0,3.0,33.3,0.11,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-14,21:00,Série A,Matchweek 7,Wed,Home,W,2,0,Ponte Preta,56.0,13981.0,Réver,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,flamengo,639950ae,23.0,5.0,21.7,0.09,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,D,2,2,Fluminense,60.0,33112.0,Réver,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,brasileirao,24,flamengo,639950ae,14.0,5.0,35.7,0.14,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-22,21:00,Série A,Matchweek 9,Thu,Home,W,5,1,Chapecoense,52.0,14632.0,Réver,4-2-3-1,Leandro Bizzio Marinho,Match Report,,brasileirao,24,flamengo,639950ae,20.0,11.0,55.0,0.25,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-06-25,18:30,Série A,Matchweek 10,Sun,Away,W,1,0,Bahia,57.0,21929.0,Diego,4-2-3-1,Igor Junior Benevenuto,Match Report,,brasileirao,24,flamengo,639950ae,11.0,4.0,36.4,0.09,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,2,0,São Paulo,48.0,17302.0,Réver,4-2-3-1,Leandro Pedro Vuaden,Match Report,,brasileirao,24,flamengo,639950ae,14.0,7.0,50.0,0.14,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-05,20:45,Sudamericana,Second stage,Wed,Away,W,5,2,cl Palestino,54.0,,Réver,4-2-3-1,Fernando Rapallini,Match Report,Leg 1 of 2,brasileirao,24,flamengo,639950ae,18.0,9.0,50.0,0.22,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-08,18:00,Série A,Matchweek 12,Sat,Away,W,1,0,Vasco da Gama,59.0,19622.0,Réver,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,flamengo,639950ae,9.0,3.0,33.3,0.11,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-13,19:30,Série A,Matchweek 13,Thu,Home,L,0,1,Grêmio,61.0,18204.0,Réver,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,flamengo,639950ae,23.0,7.0,30.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,D,1,1,Cruzeiro,63.0,43439.0,Réver,4-2-3-1,Rodolpho Toski Marques,Match Report,,brasileirao,24,flamengo,639950ae,5.0,1.0,20.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,D,2,2,Palmeiras,62.0,15103.0,Réver,4-2-3-1,Jailson Macêdo Freitas,Match Report,,brasileirao,24,flamengo,639950ae,19.0,7.0,36.8,0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-22,19:00,Série A,Matchweek 16,Sat,Home,W,2,1,Coritiba,50.0,13014.0,Juan,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,flamengo,639950ae,18.0,6.0,33.3,0.06,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-07-30,16:00,Série A,Matchweek 17,Sun,Away,D,1,1,Corinthians,59.0,44682.0,Réver,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,flamengo,639950ae,16.0,2.0,12.5,0.06,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-02,21:45,Série A,Matchweek 18,Wed,Away,L,2,3,Santos,54.0,27030.0,Réver,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,brasileirao,24,flamengo,639950ae,13.0,6.0,46.2,0.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-06,11:00,Série A,Matchweek 19,Sun,Home,L,0,2,Vitória,65.0,16521.0,Réver,4-1-4-1,Raphael Claus,Match Report,,brasileirao,24,flamengo,639950ae,14.0,6.0,42.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-09,21:45,Sudamericana,Second stage,Wed,Home,W,5,0,cl Palestino,42.0,,Juan,4-2-3-1,Andrés Rojas,Match Report,Leg 2 of 2; Flamengo won,brasileirao,24,flamengo,639950ae,17.0,9.0,52.9,0.29,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-13,16:00,Série A,Matchweek 20,Sun,Away,L,0,2,Atlético Mineiro,48.0,11031.0,Réver,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,brasileirao,24,flamengo,639950ae,9.0,1.0,11.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-19,19:00,Série A,Matchweek 21,Sat,Home,W,2,0,Atl Goianiense,60.0,7082.0,Réver,4-2-3-1,Rodolpho Toski Marques,Match Report,,brasileirao,24,flamengo,639950ae,16.0,6.0,37.5,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,W,2,0,Ath Paranaense,52.0,10199.0,Juan,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,flamengo,639950ae,16.0,6.0,37.5,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,L,0,2,Botafogo (RJ),57.0,6311.0,Paolo Guerrero,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,flamengo,639950ae,16.0,2.0,12.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-13,19:15,Sudamericana,Round of 16,Wed,Away,D,0,0,br Chapecoense,62.0,,Réver,4-2-3-1,Gery Vargas,Match Report,Leg 1 of 2,brasileirao,24,flamengo,639950ae,10.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,W,2,0,Sport Recife,57.0,9029.0,Réver,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,brasileirao,24,flamengo,639950ae,14.0,4.0,28.6,0.14,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-20,19:15,Sudamericana,Round of 16,Wed,Home,W,4,0,br Chapecoense,58.0,,Réver,4-2-3-1,Michel Espinoza,Match Report,Leg 2 of 2; Flamengo won,brasileirao,24,flamengo,639950ae,16.0,8.0,50.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-09-23,19:00,Série A,Matchweek 25,Sat,Home,D,1,1,Avaí,69.0,9584.0,Everton Ribeiro,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,brasileirao,24,flamengo,639950ae,30.0,8.0,26.7,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-02,20:00,Série A,Matchweek 26,Mon,Away,L,0,1,Ponte Preta,69.0,11133.0,Réver,4-2-3-1,Igor Junior Benevenuto,Match Report,,brasileirao,24,flamengo,639950ae,12.0,1.0,8.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-12,17:00,Série A,Matchweek 27,Thu,Home,D,1,1,Fluminense,60.0,38629.0,Réver,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,brasileirao,24,flamengo,639950ae,13.0,5.0,38.5,0.08,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-15,17:00,Série A,Matchweek 28,Sun,Away,W,1,0,Chapecoense,56.0,10484.0,Réver,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,flamengo,639950ae,15.0,5.0,33.3,0.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-19,21:00,Série A,Matchweek 29,Thu,Home,W,4,1,Bahia,62.0,8282.0,Réver,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,flamengo,639950ae,16.0,8.0,50.0,0.19,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-22,17:00,Série A,Matchweek 30,Sun,Away,L,0,2,São Paulo,60.0,32915.0,Réver,4-4-2,Rafael Traci,Match Report,,brasileirao,24,flamengo,639950ae,10.0,3.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-25,21:45,Sudamericana,Quarter-finals,Wed,Away,W,1,0,br Fluminense,43.0,,Réver,4-2-3-1,Mario Díaz de Vivar,Match Report,Leg 1 of 2,brasileirao,24,flamengo,639950ae,10.0,3.0,30.0,0.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-10-28,19:00,Série A,Matchweek 31,Sat,Home,D,0,0,Vasco da Gama,57.0,24813.0,Juan,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,flamengo,639950ae,14.0,4.0,28.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-01,21:45,Sudamericana,Quarter-finals,Wed,Home,D,3,3,br Fluminense,56.0,,Juan,4-2-3-1,Patricio Loustau,Match Report,Leg 2 of 2; Flamengo won,brasileirao,24,flamengo,639950ae,13.0,6.0,46.2,0.23,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-05,17:00,Série A,Matchweek 32,Sun,Away,L,1,3,Grêmio,41.0,18199.0,Willian Arão,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,flamengo,639950ae,9.0,2.0,22.2,0.11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-08,21:45,Série A,Matchweek 33,Wed,Home,W,2,0,Cruzeiro,51.0,7111.0,Pará,4-2-3-1,Leandro Bizzio Marinho,Match Report,,brasileirao,24,flamengo,639950ae,16.0,5.0,31.3,0.13,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,L,0,2,Palmeiras,54.0,27831.0,Pará,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,flamengo,639950ae,11.0,1.0,9.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-16,21:00,Série A,Matchweek 35,Thu,Away,L,0,1,Coritiba,68.0,14821.0,Juan,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,flamengo,639950ae,13.0,4.0,30.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-11-19,17:00,Série A,Matchweek 36,Sun,Home,W,3,0,Corinthians,49.0,13491.0,Diego,4-2-3-1,Wagner Reway,Match Report,,brasileirao,24,flamengo,639950ae,16.0,6.0,37.5,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
