season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2014-2015,2014-10-25,20:00,Ligue 1,Matchweek 11,Sat,Home,W,2,1,Lorient,50.0,15963.0,Julien Féret,4-2-3-1,Franck Schneider,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-01,20:00,Ligue 1,Matchweek 12,Sat,Away,L,2,3,Metz,56.0,17864.0,Julien Féret,4-2-3-1,Nicolas Rainville,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-08,20:00,Ligue 1,Matchweek 13,Sat,Home,L,1,2,Nantes,51.0,17900.0,Julien Féret,4-4-2,Tony Chapron,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-22,20:00,Ligue 1,Matchweek 14,Sat,Away,D,2,2,Monaco,40.0,7508.0,Julien Féret,4-4-2,Sébastien Moreira,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-29,20:00,Ligue 1,Matchweek 15,Sat,Home,D,1,1,Montpellier,53.0,14976.0,Julien Féret,4-4-2,Wilfried Bien,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-03,19:00,Ligue 1,Matchweek 16,Wed,Away,L,1,5,Guingamp,53.0,13423.0,Julien Féret,4-2-3-1,Amaury Delerue,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-06,20:00,Ligue 1,Matchweek 17,Sat,Home,L,2,3,Nice,45.0,13487.0,Julien Féret,4-4-2,Clément Turpin,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-12,20:30,Ligue 1,Matchweek 18,Fri,Away,L,0,3,Lyon,33.0,32972.0,Julien Féret,5-4-1,Bartolomeu Varela,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-20,20:00,Ligue 1,Matchweek 19,Sat,Home,D,1,1,Bastia,55.0,14021.0,Nicolas Seube,4-1-4-1,Benoît Millot,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-10,20:00,Ligue 1,Matchweek 20,Sat,Away,L,0,1,Lille,44.0,34334.0,Julien Féret,4-1-4-1,Olivier Thual,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-17,20:00,Ligue 1,Matchweek 21,Sat,Home,W,4,1,Reims,40.0,13193.0,Julien Féret,4-1-4-1,Nicolas Rainville,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-25,17:00,Ligue 1,Matchweek 22,Sun,Away,W,4,1,Rennes,45.0,18091.0,Julien Féret,4-1-4-1,Sébastien Moreira,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-01,14:00,Ligue 1,Matchweek 23,Sun,Home,W,1,0,Saint-Étienne,40.0,19432.0,Julien Féret,4-1-4-1,Bartolomeu Varela,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-07,20:00,Ligue 1,Matchweek 24,Sat,Home,W,2,0,Toulouse,49.0,13960.0,Julien Féret,4-1-4-1,Wilfried Bien,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-14,16:00,Ligue 1,Matchweek 25,Sat,Away,D,2,2,Paris S-G,40.0,45571.0,,4-1-4-1,Franck Schneider,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-21,20:00,Ligue 1,Matchweek 26,Sat,Home,W,4,1,Lens,45.0,17751.0,,4-1-4-1,Tony Chapron,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-27,20:30,Ligue 1,Matchweek 27,Fri,Away,W,3,2,Marseille,36.0,44614.0,,4-1-4-1,Sébastien Desiage,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-07,20:00,Ligue 1,Matchweek 28,Sat,Home,L,1,2,Bordeaux,33.0,20067.0,,4-1-4-1,Olivier Thual,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-14,20:00,Ligue 1,Matchweek 29,Sat,Away,L,1,2,Lorient,37.0,12877.0,,4-1-4-1,Philippe Kalt,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-21,20:00,Ligue 1,Matchweek 30,Sat,Home,D,0,0,Metz,55.0,15810.0,,4-1-4-1,Alexandre Castro,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-05,17:00,Ligue 1,Matchweek 31,Sun,Away,W,2,1,Nantes,53.0,25560.0,,4-1-4-1,Benoît Millot,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-10,20:30,Ligue 1,Matchweek 32,Fri,Home,L,0,3,Monaco,48.0,20065.0,,4-1-4-1,Tony Chapron,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-19,17:00,Ligue 1,Matchweek 33,Sun,Away,L,0,1,Montpellier,48.0,11308.0,,4-1-4-1,Antony Gautier,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-25,20:00,Ligue 1,Matchweek 34,Sat,Home,L,0,2,Guingamp,57.0,18807.0,,4-1-4-1,Franck Schneider,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-02,20:00,Ligue 1,Matchweek 35,Sat,Away,D,1,1,Nice,46.0,19009.0,,4-2-3-1,Philippe Kalt,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-09,17:00,Ligue 1,Matchweek 36,Sat,Home,W,3,0,Lyon,38.0,19842.0,,4-1-4-1,Nicolas Rainville,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-16,21:00,Ligue 1,Matchweek 37,Sat,Away,D,1,1,Bastia,39.0,14902.0,,4-1-4-1,Alexandre Castro,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-23,21:00,Ligue 1,Matchweek 38,Sat,Home,W,3,2,Evian,50.0,19937.0,,4-1-4-1,Antony Gautier,Match Report,,ligue_1,13,caen,74229020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-09,21:00,Ligue 1,Matchweek 1,Sat,Home,W,1,0,Lens,53.0,27964.0,Olivier Veigneau,4-2-3-1,Sébastien Desiage,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-16,20:00,Ligue 1,Matchweek 2,Sat,Away,D,1,1,Metz,51.0,20335.0,Olivier Veigneau,4-5-1,Alexandre Castro,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-24,21:00,Ligue 1,Matchweek 3,Sun,Home,L,0,1,Monaco,42.0,27042.0,Olivier Veigneau,4-2-3-1,Amaury Delerue,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-30,20:00,Ligue 1,Matchweek 4,Sat,Home,W,1,0,Montpellier,51.0,21559.0,Olivier Veigneau,4-4-2,Franck Schneider,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-14,14:00,Ligue 1,Matchweek 5,Sun,Away,L,0,2,Lille,45.0,32560.0,Olivier Veigneau,4-2-3-1,Lionel Jaffredo,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-20,20:00,Ligue 1,Matchweek 6,Sat,Home,W,2,1,Nice,41.0,23240.0,Olivier Veigneau,4-4-2,Clément Turpin,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-24,19:00,Ligue 1,Matchweek 7,Wed,Away,D,0,0,Bastia,22.0,11380.0,Papy Djilobodji,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-28,17:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Lyon,48.0,26077.0,Papy Djilobodji,4-4-2,Nicolas Rainville,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-05,17:00,Ligue 1,Matchweek 9,Sun,Away,W,1,0,Guingamp,44.0,14744.0,Olivier Veigneau,4-4-2,Saïd Ennjimi,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-18,20:00,Ligue 1,Matchweek 10,Sat,Home,D,1,1,Reims,41.0,22908.0,Olivier Veigneau,4-3-3,Sébastien Moreira,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-25,20:00,Ligue 1,Matchweek 11,Sat,Away,W,2,0,Evian,46.0,10063.0,Olivier Veigneau,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-02,14:00,Ligue 1,Matchweek 12,Sun,Home,D,1,1,Rennes,51.0,31893.0,Olivier Veigneau,4-2-3-1,Frédy Fautrel,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-08,20:00,Ligue 1,Matchweek 13,Sat,Away,W,2,1,Caen,49.0,17900.0,Olivier Veigneau,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-23,14:00,Ligue 1,Matchweek 14,Sun,Home,D,0,0,Saint-Étienne,49.0,32324.0,Olivier Veigneau,4-4-2,Saïd Ennjimi,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-28,20:30,Ligue 1,Matchweek 15,Fri,Away,L,0,2,Marseille,39.0,54103.0,Olivier Veigneau,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-02,19:00,Ligue 1,Matchweek 16,Tue,Home,L,1,2,Toulouse,53.0,19669.0,Olivier Veigneau,4-2-3-1,Antony Gautier,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-06,17:00,Ligue 1,Matchweek 17,Sat,Away,L,1,2,Paris S-G,34.0,46161.0,,4-2-3-1,Benoît Bastien,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-13,17:00,Ligue 1,Matchweek 18,Sat,Home,W,2,1,Bordeaux,50.0,23751.0,Papy Djilobodji,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-20,20:00,Ligue 1,Matchweek 19,Sat,Away,W,2,1,Lorient,47.0,15052.0,Papy Djilobodji,4-4-2,Franck Schneider,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-11,17:00,Ligue 1,Matchweek 20,Sun,Home,D,0,0,Metz,57.0,28090.0,Oswaldo Vizcarrondo,4-4-2,Bartolomeu Varela,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-17,20:00,Ligue 1,Matchweek 21,Sat,Away,L,0,1,Monaco,47.0,5698.0,Olivier Veigneau,4-2-3-1,Sébastien Desiage,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-20,21:00,Coupe de France,Round of 32,Tue,Home,W,3,2,Lyon,,24158.0,,,Lionel Jaffredo,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-24,20:00,Ligue 1,Matchweek 22,Sat,Away,L,0,4,Montpellier,56.0,11037.0,Olivier Veigneau,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-31,20:00,Ligue 1,Matchweek 23,Sat,Home,D,1,1,Lille,60.0,19252.0,Olivier Veigneau,4-2-3-1,Mikael Lesage,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-08,17:00,Ligue 1,Matchweek 24,Sun,Away,D,0,0,Nice,47.0,18062.0,Oswaldo Vizcarrondo,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-11,21:00,Coupe de France,Round of 16,Wed,Away,L,0,2,Paris S-G,,35000.0,,,Stéphane Lannoy,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-14,20:00,Ligue 1,Matchweek 25,Sat,Home,L,0,2,Bastia,44.0,19789.0,,4-3-3,Mikael Lesage,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-22,17:00,Ligue 1,Matchweek 26,Sun,Away,L,0,1,Lyon,32.0,36819.0,,4-2-3-1,Frédy Fautrel,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-01,14:00,Ligue 1,Matchweek 27,Sun,Home,W,1,0,Guingamp,58.0,24118.0,,4-2-3-1,Amaury Delerue,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-07,20:00,Ligue 1,Matchweek 28,Sat,Away,L,1,3,Reims,46.0,15261.0,,4-4-2,Alexandre Castro,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-14,20:00,Ligue 1,Matchweek 29,Sat,Home,W,2,1,Evian,46.0,22047.0,,4-2-3-1,Bartolomeu Varela,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-21,20:00,Ligue 1,Matchweek 30,Sat,Away,D,0,0,Rennes,41.0,25140.0,,4-2-3-1,Wilfried Bien,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-05,17:00,Ligue 1,Matchweek 31,Sun,Home,L,1,2,Caen,47.0,25560.0,,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-12,14:00,Ligue 1,Matchweek 32,Sun,Away,L,0,1,Saint-Étienne,56.0,37417.0,,4-2-3-1,Franck Schneider,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-17,20:30,Ligue 1,Matchweek 33,Fri,Home,W,1,0,Marseille,34.0,36022.0,,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-25,20:00,Ligue 1,Matchweek 34,Sat,Away,D,1,1,Toulouse,52.0,17274.0,,4-2-3-1,Lionel Jaffredo,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-03,21:00,Ligue 1,Matchweek 35,Sun,Home,L,0,2,Paris S-G,47.0,34088.0,,4-3-1-2,Ruddy Buquet,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-09,20:00,Ligue 1,Matchweek 36,Sat,Away,L,1,2,Bordeaux,44.0,31495.0,,4-1-2-1-2◆,Antony Gautier,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-16,21:00,Ligue 1,Matchweek 37,Sat,Home,D,1,1,Lorient,54.0,28321.0,,4-1-2-1-2◆,Olivier Thual,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-23,21:00,Ligue 1,Matchweek 38,Sat,Away,L,0,1,Lens,64.0,9123.0,,4-1-2-1-2◆,Sébastien Moreira,Match Report,,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-08,20:30,Ligue 1,Matchweek 1,Fri,Home,D,2,2,Paris S-G,35.0,18540.0,Mickaël Tacalfred,4-5-1,Stéphane Lannoy,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-17,17:00,Ligue 1,Matchweek 2,Sun,Away,L,1,3,Saint-Étienne,48.0,33810.0,Mickaël Tacalfred,4-3-3,Antony Gautier,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-23,20:00,Ligue 1,Matchweek 3,Sat,Home,L,0,2,Caen,53.0,12015.0,Mickaël Tacalfred,4-3-3,Wilfried Bien,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-30,20:00,Ligue 1,Matchweek 4,Sat,Away,L,2,4,Lens,49.0,9846.0,Mickaël Tacalfred,4-4-1-1,Benoît Bastien,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-13,20:00,Ligue 1,Matchweek 5,Sat,Home,W,2,0,Toulouse,38.0,11019.0,Aïssa Mandi,4-4-1-1,Alexandre Castro,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-20,20:00,Ligue 1,Matchweek 6,Sat,Away,W,1,0,Lorient,39.0,12004.0,Aïssa Mandi,4-4-1-1,Benoît Millot,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-23,19:00,Ligue 1,Matchweek 7,Tue,Home,L,0,5,Marseille,41.0,17705.0,Aïssa Mandi,4-1-2-1-2◆,Antony Gautier,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-27,20:00,Ligue 1,Matchweek 8,Sat,Away,L,0,3,Metz,47.0,18273.0,Aïssa Mandi,4-4-1-1,Olivier Thual,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-03,20:30,Ligue 1,Matchweek 9,Fri,Home,W,1,0,Bordeaux,41.0,14546.0,Mickaël Tacalfred,4-4-2,Franck Schneider,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-18,20:00,Ligue 1,Matchweek 10,Sat,Away,D,1,1,Nantes,59.0,22908.0,Mickaël Tacalfred,4-4-1-1,Sébastien Moreira,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-25,20:00,Ligue 1,Matchweek 11,Sat,Home,W,1,0,Montpellier,57.0,11331.0,Mickaël Tacalfred,4-4-1-1,Benoît Millot,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-31,20:30,Ligue 1,Matchweek 12,Fri,Away,D,1,1,Monaco,53.0,5488.0,Mickaël Tacalfred,4-4-2,Sébastien Desiage,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-09,17:00,Ligue 1,Matchweek 13,Sun,Home,W,2,0,Lille,52.0,13004.0,,4-4-1-1,Wilfried Bien,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-22,20:00,Ligue 1,Matchweek 14,Sat,Away,D,0,0,Nice,54.0,15207.0,Mickaël Tacalfred,4-2-3-1,Philippe Kalt,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-29,20:00,Ligue 1,Matchweek 15,Sat,Home,W,2,1,Bastia,52.0,13304.0,Mickaël Tacalfred,4-2-3-1,Mikael Lesage,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-04,21:00,Ligue 1,Matchweek 16,Thu,Away,L,1,2,Lyon,46.0,32513.0,Mickaël Tacalfred,5-4-1,Saïd Ennjimi,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-07,17:00,Ligue 1,Matchweek 17,Sun,Home,L,2,3,Guingamp,61.0,11255.0,Mickaël Tacalfred,4-4-1-1,Franck Schneider,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-13,20:00,Ligue 1,Matchweek 18,Sat,Home,W,3,2,Evian,56.0,11011.0,Mickaël Tacalfred,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-20,20:00,Ligue 1,Matchweek 19,Sat,Away,W,3,1,Rennes,62.0,17739.0,Aïssa Mandi,4-2-3-1,Frédy Fautrel,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-10,20:00,Ligue 1,Matchweek 20,Sat,Home,L,1,2,Saint-Étienne,51.0,15013.0,Mickaël Tacalfred,4-2-3-1,Sébastien Moreira,Match Report,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
