season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2014-2015,Frederic Guilbert,fr FRA,"DF,MF",19.0,3.0,1.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Ažbe Jug,si SVN,GK,22.0,2.0,1.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Sessi D'Almeida,bj BEN,MF,18.0,2.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Hadi Sacko,ml MLI,"FW,MF",20.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,David Djigla,bj BEN,"FW,MF",18.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Clément Badin,fr FRA,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Robin Maulun,fr FRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Jérôme Prior,fr FRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,David Sambissa,ga GAB,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Kévin Soni,cm CMR,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Baba Traoré,ml MLI,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Squad Total,,,26.2,38.0,418.0,3420.0,38.0,46.0,34.0,80.0,38.0,8.0,8.0,0.0,0.0,1.21,0.89,2.11,1.0,1.89,,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.1,38.0,418.0,3420.0,38.0,42.0,30.0,72.0,36.0,6.0,7.0,75.0,3.0,1.11,0.79,1.89,0.95,1.74,,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2014-2015,Vitorino Hilton,br BRA,DF,36.0,37.0,37.0,3330.0,37.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Abdelhamid El Kaoutari,ma MAR,DF,24.0,37.0,37.0,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Anthony Mounier,fr FRA,"FW,MF",26.0,36.0,36.0,3091.0,34.3,9.0,7.0,16.0,8.0,1.0,1.0,1.0,0.0,0.26,0.2,0.47,0.23,0.44,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Morgan Sanson,fr FRA,MF,19.0,32.0,30.0,2742.0,30.5,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Lucas Barrios,py PAR,FW,29.0,31.0,30.0,2260.0,25.1,11.0,3.0,14.0,9.0,2.0,4.0,0.0,0.0,0.44,0.12,0.56,0.36,0.48,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Geoffrey Jourdren,fr FRA,GK,28.0,29.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Jonas Martin,fr FRA,"DF,MF",24.0,30.0,27.0,2292.0,25.5,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Daniel Congré,fr FRA,DF,29.0,30.0,26.0,2364.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Kévin Bérigaud,fr FRA,FW,26.0,33.0,23.0,2180.0,24.2,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,0.17,0.17,0.33,0.17,0.33,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Mathieu Deplagne,fr FRA,DF,22.0,31.0,23.0,2080.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Paul Lasne,fr FRA,MF,25.0,31.0,21.0,1757.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Bryan Dabo,bf BFA,MF,22.0,21.0,20.0,1819.0,20.2,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Joris Marveaux,mq MTQ,MF,31.0,29.0,20.0,1787.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Jamel Saihi,tn TUN,MF,27.0,21.0,20.0,1461.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Siaka Tiéné,ci CIV,DF,32.0,17.0,15.0,1312.0,14.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Souleymane Camara,sn SEN,FW,31.0,37.0,7.0,1346.0,15.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Jonathan Ligali,fr FRA,GK,23.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Laurent Pionnier,fr FRA,GK,32.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Víctor Montaño,co COL,FW,30.0,9.0,2.0,264.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Benjamin Stambouli,fr FRA,"DF,MF",23.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Djamel Bakar,km COM,"FW,MF",25.0,14.0,1.0,279.0,3.1,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.32,0.32,0.65,0.32,0.65,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Ellyes Skhiri,tn TUN,MF,19.0,2.0,1.0,91.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.99,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Sébastien Wüthrich,ch SUI,MF,24.0,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Dylan Gissi,ch SUI,"DF,MF",23.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Anthony Ribelin,fr FRA,MF,18.0,7.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Jean Deza,pe PER,"FW,MF",21.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Dimitry Bertaud,cd COD,GK,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Teddy Chaouche,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Quentin Cornette,fr FRA,"FW,MF",20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Yassine Jebbour,ma MAR,"DF,MF",22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Steve Mounié,bj BEN,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Nicolas Saint-Ruf,gp GLP,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Florian Sotoca,fr FRA,"FW,MF",23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Squad Total,,,27.3,38.0,418.0,3420.0,38.0,45.0,32.0,77.0,42.0,3.0,6.0,0.0,0.0,1.18,0.84,2.03,1.11,1.95,,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.0,38.0,418.0,3420.0,38.0,39.0,26.0,65.0,36.0,3.0,4.0,71.0,3.0,1.03,0.68,1.71,0.95,1.63,,ligue_1,13,montpellier,281b0e73,,,,,,,,,,,,
2014-2015,Vincent Enyeama,ng NGA,GK,31.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Simon Kjær,dk DEN,DF,25.0,31.0,31.0,2706.0,30.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Idrissa Gana Gueye,sn SEN,MF,24.0,32.0,30.0,2735.0,30.4,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,0.13,0.07,0.2,0.13,0.2,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Rio Mavuba,fr FRA,MF,30.0,30.0,30.0,2601.0,28.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Marko Baša,me MNE,DF,31.0,30.0,30.0,2570.0,28.6,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Sébastien Corchia,fr FRA,"DF,MF",23.0,31.0,29.0,2505.0,27.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,0.04,0.04,0.07,0.04,0.07,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Nolan Roux,fr FRA,"FW,MF",26.0,33.0,29.0,2351.0,26.1,9.0,3.0,12.0,8.0,1.0,1.0,2.0,0.0,0.34,0.11,0.46,0.31,0.42,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Florent Balmont,fr FRA,MF,34.0,30.0,25.0,2172.0,24.1,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,0.04,0.17,0.21,0.04,0.21,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Djibril Sidibé,fr FRA,"DF,MF",22.0,25.0,23.0,2096.0,23.3,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,0.09,0.09,0.17,0.09,0.17,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Divock Origi,be BEL,"FW,MF",19.0,33.0,22.0,2152.0,23.9,8.0,3.0,11.0,6.0,2.0,4.0,0.0,0.0,0.33,0.13,0.46,0.25,0.38,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Rony Lopes,pt POR,"FW,MF",18.0,23.0,18.0,1432.0,15.9,3.0,3.0,6.0,3.0,0.0,0.0,4.0,1.0,0.19,0.19,0.38,0.19,0.38,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Franck Béria,fr FRA,DF,31.0,17.0,16.0,1258.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,David Rozehnal,cz CZE,DF,34.0,18.0,14.0,1384.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Jonathan Delaplace,fr FRA,"DF,MF",28.0,21.0,12.0,1194.0,13.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Sofiane Boufal,ma MAR,"FW,MF",20.0,14.0,11.0,1013.0,11.3,3.0,6.0,9.0,1.0,2.0,2.0,1.0,0.0,0.27,0.53,0.8,0.09,0.62,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Ryan Mendes,cv CPV,"FW,MF",24.0,19.0,11.0,852.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.21,0.21,0.42,0.21,0.42,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Adama Traoré,ml MLI,"FW,MF",19.0,20.0,10.0,1044.0,11.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Pape Souaré,sn SEN,DF,24.0,12.0,9.0,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Michael Frey,ch SUI,FW,20.0,15.0,7.0,712.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Ronny Rodelin,fr FRA,"FW,MF",24.0,15.0,5.0,604.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Kévin Koubemba,cg CGO,FW,21.0,8.0,5.0,561.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Benjamin Pavard,fr FRA,DF,18.0,8.0,5.0,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Marvin Martin,fr FRA,MF,26.0,6.0,5.0,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Soualiho Meïté,fr FRA,"DF,MF",20.0,8.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Adama Soumaoro,fr FRA,DF,22.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Salomon Kalou,ci CIV,"FW,MF",28.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Abdoulay Diaby,ml MLI,"FW,MF",23.0,3.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Jean-Eudes Aholou,ci CIV,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Steeve Elana,gn GUI,GK,34.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Youssouf Koné,ml MLI,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Squad Total,,,26.4,38.0,418.0,3420.0,38.0,42.0,28.0,70.0,37.0,5.0,8.0,0.0,0.0,1.11,0.74,1.84,0.97,1.71,,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.3,38.0,418.0,3420.0,38.0,41.0,36.0,77.0,39.0,2.0,3.0,62.0,2.0,1.08,0.95,2.03,1.03,1.97,,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,
2014-2015,Benoît Costil,fr FRA,GK,27.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Sylvain Armand,fr FRA,DF,33.0,36.0,36.0,3240.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Mexer,mz MOZ,DF,25.0,35.0,35.0,3150.0,35.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Cheikh M'Bengue,sn SEN,DF,26.0,32.0,32.0,2814.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Gelson Fernandes,ch SUI,MF,27.0,33.0,32.0,2787.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Abdoulaye Doucouré,ml MLI,"FW,MF",21.0,35.0,31.0,2746.0,30.5,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,0.1,0.16,0.26,0.1,0.26,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Paul-Georges Ntep,cm CMR,"FW,MF",22.0,35.0,29.0,2691.0,29.9,10.0,5.0,15.0,10.0,0.0,1.0,5.0,0.0,0.33,0.17,0.5,0.33,0.5,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Romain Danzé,fr FRA,"DF,MF",28.0,31.0,29.0,2662.0,29.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Ola Toivonen,se SWE,"FW,MF",28.0,30.0,28.0,2389.0,26.5,7.0,1.0,8.0,6.0,1.0,2.0,1.0,0.0,0.26,0.04,0.3,0.23,0.26,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Pedro Henrique,br BRA,"FW,MF",24.0,34.0,21.0,1798.0,20.0,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,0.1,0.2,0.3,0.1,0.3,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Vincent Pajot,fr FRA,MF,23.0,23.0,20.0,1615.0,17.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Benjamin André,fr FRA,"DF,MF",23.0,22.0,16.0,1362.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Fallou Diagne,sn SEN,DF,24.0,15.0,13.0,1173.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Steven Moreira,cv CPV,"DF,MF",19.0,23.0,13.0,1125.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
2014-2015,Anders Konradsen,no NOR,MF,24.0,19.0,10.0,1072.0,11.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,ligue_1,13,rennes,b3072e00,,,,,,,,,,,,
